review,translated_review,clean_text,sentiment
"Serasi. de.u Coffee. Sambutan customer service yg ramah, pilihan kopi yg o.k dan Barista yg terampil, top banget. Membuat menikmati kopi ditempat ini jadi beda. Serasi. Tempat yg instagramable, bersih membuat vibe yg nyaman kapan pun itu, di tempat ini.","Serasi. de.u Kopi. Sambutan customer service yg ramah, pilihan kopi yg o.k dan Barista yg terampil, top banget. Membuat menikmati kopi di tempat ini jadi beda. Serasi. Tempat yang instagramable, bersih membuat suasana nyaman kapanpun itu, di tempat ini.",serasi deh lu kopi sambut customer service ramah pilih kopi o barista terampil top banget nikmat kopi beda serasi instagramable bersih suasana nyaman,Positive
outdoornya nyaman .,outdoornya nyaman.,outdoornya nyaman,Positive
LAMA WOY! LELET!,LAMA WOY! LELET!,woy lelet,Negative
Tempat ngopi nyaman satu lagi niyhh cukup rekomend.. Tempatnya nyaman.. Rasa cofee nya mantap.. Aku coba yg coffee susu.. dan lupa ga di foto 😆 Tempatnya nyaman.. banyak orang yang sedang meeting ataupun WFC dsini kulihat atau hanya kerjain tugas kuliah.. Atau yang hanya chill bersama temen.. Letak strategis d tengah kota dan beberapa universitas.. Next mau datang lagi laah untuk coba menu yang lain.. Rasa makanan nya overall enaak..,Tempat ngopi nyaman satu lagi niyhh cukup rekomend.. Tempatnya nyaman.. Rasa cofee nya mantap.. Aku coba yg coffee susu.. dan lupa ga di foto 😆 Tempatnya nyaman.. banyak orang yang sedang rapat ataupun WFC dsini kulihat atau hanya kerjain tugas kuliah.. Atau yang hanya bersantai bersama teman.. Letak strategis d tengah kota dan beberapa universitas.. Next mau datang lagi laah untuk coba menu yang lain.. Rasa makanan nya overall enaak..,ngopi nyaman niyhh rekomend tempat nyaman cofee nya mantap coba coffee susu lupa foto tempat nyaman orang rapat wfc lihat kerjain tugas kuliah santa teman letak strategis kota universitas next laah coba menu makan nya overall enaak,Positive
"Kopinya mantap poll, tempat nya luas enak buat nongkrong","Kopinya mantap poll, tempatnya luas enak buat nongkrong",kopi mantap poll tempat luas enak nongkrong,Positive
I've been here twice. Excellent coffee and service ! Highly reccommend!,Saya sudah ke sini dua kali. Kopi dan layanannya luar biasa! Sangat direkomendasikan!,kali kopi layan rekomendasi,Positive
The coffee was good and the service was amazing! The waiters are so helpful and kind 👍,Kopinya enak dan pelayanannya luar biasa! Para pelayannya sangat membantu dan baik 👍,kopi enak layan layan bantu,Positive
"Service ramah. Tempat nyaman adem. Capucino cukup enak. Makanannya memang byk jenisnya. Tapi servicenya makanannya tidak cepat. Kami pelanggan pertama pagi itu, harus nunggu makanan 40 menitan. Lama banget. Penyajian baik, tapi maaf utk rasa. Keasinan dan ada bagian makanan yg ga mateng (jamur) ini keras bgt dan dingin. Saya tidak mau komplain lagi ke pelayan, krn sudah terlanjur kecewa krn lama nya penyajian. Kalau utk sekedar ngopi dan ngobrol ok tempatnya. Banyak pohon, adem, bandung bgt.","Pelayanan ramah. Tempat nyaman adem. Capucino cukup enak. Makanannya memang byk jenisnya. Tapi servicenya makanannya tidak cepat. Kami pelanggan pertama pagi itu, harus menunggu makanan 40 menitan. Lama banget. Penyajian baik, tapi maaf utk rasa. Keasinan dan ada bagian makanan yg ga mateng (jamur) ini keras bgt dan dingin. Saya tidak mau komplain lagi ke pelayan, krn sudah terlanjur kecewa krn lama penyajiannya. Kalau cuma sekedar ngopi dan ngobrol ok tempatnya. Banyak pohon, adem, bandung bgt.",layan ramah nyaman adem capucino enak makan jenis servicenya makan cepat langgan pagi tunggu makan menit banget saji maaf asin makan mateng jamur keras banget dingin komplain layan lanjur kecewa saji dar ngopi obrol ok tempat pohon adem bandung banget,Negative
"menurutku tempatnya enak di sini, 70% outdoor ada ourdoor beratap, ada yang engga. kopinya overprice dengan rasa standar. kalau punya duit lebih kayanya bukan tempat yang bakalan revisit, mending cari cafe lain. minusnya emang gelas abis langsung diambilin waitress. emang SOP nya seperti itu kali ya, tapi itu kaya kecepetan buat diambil 😭 jadi kalau gaya minum kalian kaya kudanil gabisa pelan2 jangan ke sini, gelas kalian abis jadi bingung tuh nongkrong kaya yang nggak beli.","menurutku tempatnya enak di sini, 70% outdoor ada beratap di luar ruangan, ada yang engga. kopinya overprice dengan rasa standar. kalau punya duit lebih kayanya bukan tempat yang bakalan dikunjungi kembali, mending cari kafe lain. minusnya emang gelas abis langsung diambilin pelayannya. emang SOP nya seperti itu kali ya, tapi itu kaya kecepetan buat diambil 😭 jadi kalau gaya minum kalian kaya kudanil gabisa pelan2 jangan ke sini, gelas kalian abis jadi bingung tuh nongkrong kaya yang nggak beli.",turut tempat enak outdoor atap ruang kopi overprice standar duit kaya kunjung mending cari kafe minus gelas habis langsung diambilin layan sop nya kali ya kayak kecepetan ambil gaya minum kayak kudanil pelan gelas habis bingung tuh nongkrong kayak beli,Negative
"Baru pertama kali ke sini, pesan chocolate 1 dan mocha 1...minum di tempat...ternyata tanpa konfirmasi ulang dikasih yang cup dengan alasan ga ada lagi gelasnya...sedangkan ga lama samping saya ada yang pesan chocolate jg dikasih yang gelas...sedikit kecewa sihhh Kenapa ga tanyakan kembali? mau tunggu gelasnya atau mau di cup? that's simple question","Baru pertama kali ke sini, pesan coklat 1 dan mocha 1...minum di tempat...ternyata tanpa konfirmasi ulang dikasih yang cup dengan alasan ga ada lagi gelasnya...sedangkan ga lama samping saya ada yang pesan coklat jg dikasih yang gelas...sedikit kecewa sihhh Kenapa ga tanyakan kembali? mau tunggu gelasnya atau mau di cup? itu pertanyaan sederhana",kali pesan coklat mocha minum konfirmasi ulang kasih cup alas gelas samping pesan coklat kasih gelas kecewa sih tunggu gelas cup sederhana,Negative
👍,,nan,Positive
perhatikan hasil kalibrasi supaya hasil serving coffee bisa dipertanggungjawabkan. perhatikan knowledge hospitality supaya tau cara memperlakukan customer. thx.,perhatikan hasil kalibrasi supaya hasil penyajian kopi bisa dipertanggungjawabkan. perhatikan ilmu keramahtamahan supaya tau cara memperlakukan pelanggan. terima kasih.,perhati hasil kalibrasi hasil saji kopi dipertanggungjawabkan perhati ilmu keramahtamahan tau laku langgan terima kasih,Positive
Excellent. Gk sia-sia dateng dari tangerang cuman mampir n ngicipin kopi dan pelayanannya,Bagus sekali. Gk sia-sia dateng dari tangerang cuman mampir n ngicipin kopi dan pelayanannya,bagus sia sia tangerang cuman mampir n ngicipin kopi layan,Positive
"We only ordered drinks that time. Coffee is good, honey lemon is okay, not bad. We were seated in indoor (aircon) area, and worked for few hours with our laptop. Had a zoom meet there and well, as this place is known to be one of those wfa cafe and get together place for students, it got too crowded to my liking. Seems like everyone can hear their neighbours' chit chat clearly. Sitting in front of their bar can get noisy too from the bartenders talking and machines working. I think installing a sound proof interior material would be helpful. Else than that, everything is good. Service is really good too.","Kami hanya memesan minuman saat itu. Kopinya enak, honey lemon lumayan, tidak buruk. Kami duduk di area dalam ruangan (AC), dan bekerja selama beberapa jam dengan laptop kami. Ada rapat via zoom di sana dan yah, karena tempat ini dikenal sebagai salah satu kafe wfa dan tempat berkumpul bagi para mahasiswa, tempat ini terlalu ramai menurut saya. Sepertinya semua orang dapat mendengar obrolan tetangga mereka dengan jelas. Duduk di depan bar mereka juga bisa berisik karena para bartender berbicara dan mesin bekerja. Saya pikir memasang material interior kedap suara akan sangat membantu. Selain itu, semuanya baik-baik saja. Layanannya juga sangat bagus.",mes minum kopi enak honey lemon lumayan buruk duduk area ruang ac jam laptop rapat via zoom ya kenal salah kafe wfa kumpul mahasiswa ramai orang dengar obrol tetangga duduk bar berisik bartender bicara mesin pikir pasang material interior kedap suara bantu layan bagus,Negative
Puas sama rasa makanan dan minuman pelayanan sangat baik,Puas sama rasa makanan dan minuman pelayanan sangat baik,puas makan minum layan,Positive
"Salah satu kafe yang direkomendasikan untuk anda yang mencari tempat sarapan yang lengkap, suasananya cozy, makanannya terbaik dan layanan yang prima","Salah satu kafe yang direkomendasikan untuk Anda yang mencari tempat sarapan yang lengkap, suasananya nyaman, makanannya terbaik dan layanan yang prima",salah kafe rekomendasi cari sarap lengkap suasana nyaman makan baik layan prima,Positive
Pelayanannya bagus sih,Pelayananya bagus sih,pelayananya bagus sih,Positive
"Tempat buat nongkrong sama temen, kadang juga nugas disini. Pelayanan oke, waiter disini mas Kuya baik banget.","Tempat buat nongkrong sama temen, kadang juga nugas disini. Pelayanan oke, pelayan disini mas kuya baik banget.",nongkrong teman kadang nugas layan oke layan mas kuya banget,Positive
"Tempat cukup asik buat nongki, coffee nya oke. Apalagi kopsu nya. Playanan memuaskan,","Tempat cukup asik buat nongki, kopinya oke. Apalagi kopsunya. Playanan memuaskan,",asik nongki kopi oke kopsunya playanan muas,Positive
Service nya sih bagus banget recommend,Service nya sih bagus banget recomended,service nya sih bagus banget recomended,Positive
"harga lumayan, vibe cafenya adem cocok buat nongkrong dan mengerjakan tugas","harga lumayan, getaran cafenya adem cocok buat nongkrong dan mengerjakan tugas",harga lumayan getar cafenya adem cocok nongkrong tugas,Positive
"Pros: Their espresso was good. When ordering, the staff gave me 2 options whether to choose the bold or frutty one. Also, it is one of coffee shops in Bandung that provide free ice or tap water when ordering espresso. The place is industrial with great ambiance and spacious. It also has airconditoned room but hey it's North Bandung, the outside seats are kind of breezy as well. Their food was ok for me. If you're looking a place to hang out with affordable budget, this is the place to be. Cons: If you're driving, the place is quite hassle if the parking is full. It only accomodate 6 cars. First come first park. If it's full, we can always park 'illegally' by the road side. But most of the time, I got a parking spot. If you're not driving then there's no cons for me.","Kelebihan: Espresso mereka enak. Saat memesan, staf memberi saya 2 pilihan apakah memilih yang berani atau yang beraroma buah. Selain itu, ini adalah salah satu kedai kopi di Bandung yang menyediakan es atau air keran gratis saat memesan espresso. Tempatnya industrial dengan suasana yang hebat dan luas. Tempat ini juga memiliki ruangan ber-AC tetapi hei ini Bandung Utara, kursi di luar juga agak berangin. Makanan mereka lumayan bagi saya. Jika Anda mencari tempat nongkrong dengan anggaran yang terjangkau, ini adalah tempat yang tepat. Kekurangan: Jika Anda mengemudi, tempat ini cukup merepotkan jika tempat parkir penuh. Hanya menampung 6 mobil. Siapa cepat dia dapat parkir. Jika penuh, kita selalu dapat parkir 'ilegal' di pinggir jalan. Tetapi sebagian besar waktu, saya mendapatkan tempat parkir. Jika Anda tidak mengemudi maka tidak ada kekurangan bagi saya.",lebih espresso enak mes staf pilih pilih berani aroma buah salah kedai kopi bandung sedia es air keran gratis mes espresso tempat industrial suasana hebat luas milik ruang ber ac hei bandung utara kursi angin makan lumayan cari nongkrong anggar jangkau kurang kemudi repot parkir penuh tampung mobil cepat parkir penuh parkir ilegal pinggir jalan parkir kemudi kurang,Positive
Many sitting area indoor and outdoor. Electricity sockets are available ini every table. I reccomend this place for WFC.,Banyak area duduk di dalam dan luar ruangan. Soket listrik tersedia di setiap meja. Saya merekomendasikan tempat ini untuk WFC.,area duduk ruang soket listrik sedia meja rekomendasi wfc,Neutral
"Salah satu tempat ngopi terbaik di tengah ramainya kota bandung Letak nya memang deket unpad dan monumen Jadi yaaa,you know lah serame apa Karna banyak di sekitar sana anak anak kuliah Tapi asik kok Tempatnya selalu rame,bahkan ada yg ruangan khusus juga,jadi cocok buat yg ngga ngerokok dan pengen laptop-an Menu minuman nya enak enak dan bikin nagih","Salah satu tempat ngopi terbaik di tengah ramainya kota bandung Letak nya memang deket unpad dan monumen Jadi yaaa,you know lah serame apa Karna banyak di sekitar sana anak anak kuliah Tapi asik kok Tempatnya selalu rame,bahkan ada yg ruangan khusus juga,jadi cocok buat yg ngga ngerokok dan pengen laptop-an Menu minuman nya enak enak dan bikin nagih",salah ngopi baik ramai kota bandung letak nya unpad monumen ya you know serame anak anak kuliah asik tempat rame ruang khusus cocok ngerokok pengin laptop an menu minum nya enak enak bikin nagih,Positive
"Mungkin kopi nya dark roasted, jadi menurut saya kurang pas dijadiin picollo. Tempat nya kurang ok.","Mungkin kopinya dark roasted, jadi menurut saya kurang pas dijadiin picollo. Tempatnya kurang oke.",kopi dark roasted pas jadi picollo tempat oke,Positive
"Tempatnya gk enak untuk duduk lama"" panas menunya dikit tp servisnya baik jd gmn ya kan hrs jujur mungkin buat org lain ya betah betah aja sih","Tempatnya gk enak untuk duduk lama"" panas menunya dikit tp servisnya baik jd gmn ya kan hrs jujur ​​mungkin buat org lain ya betah beta aja sih",tempat enak duduk panas menu dikit servis ya jujur orang ya betah beta sih,Positive
Ramah binatang peliharaan. Green teanya enak. Sama biscoffnya juga,Rama binatang peliharaan. Teh hijaunya enak. Sama biscoffnya juga,rama binatang pelihara teh hijau enak biscoffnya,Positive
"Tempatnya dari depan kelihatan kecil, tapi kalo masuk ke dalam luas, bahkan enak untuk meeting atau Work From Cafe, kopi dll over all enak semua...kalian semua harus coba","Tempatnya dari depan terlihat kecil, tapi kalo masuk ke dalam luas, bahkan enak untuk meeting atau Work From Cafe, kopi dll semuanya enak semua...kalian semua harus coba",tempat kalo masuk luas enak meeting work from cafe kopi dll enak coba,Positive
"Cappuccino nya ga pernah mengecewakan. Setelah 2 thn berkunjung lagi dan rasanya ttp sama. Pain au chocolate nya jg enak. Tp jujur klo es kopi de.u nya bkn di selera saya karena hampir ga berasa kopinya but it is acceptable utk alternative es kopi. Service seperti biasa, sangat ramah dan attentive. Saran aja tolong dijaga kebersihan toiletnya. Krn kmrin kesana sepertinya kelihatan usang, meskipun ga yg parah2 amat. Tp emg hampir 70% coffee shop yg pernah saya kunjungi permasalahannya kebersihan toilet selalu kurang. But overall salah satu coffee shop yg selalu saya datangin kalau pas ke bandung.","Cappuccino nya ga pernah mengecewakan. Setelah 2 tahun berkunjung lagi dan rasanya ttp sama. Pain au chocolate nya jg enak. Tp jujur ​​klo es kopi de.u nya bkn di selera saya karena hampir ga berasa kopinya tapi bisa diterima utk alternatif es kopi. Pelayanannya biasa saja, sangat ramah dan penuh perhatian. Saran aja tolong dijaga kebersihan toiletnya. Krn kmrin kesannya sepertinya jelek, meskipun ga parah2 amat. Tp emg hampir 70% kedai kopi yang pernah saya kunjungi permasalahannya kebersihan toilet selalu kurang. Tapi secara keseluruhan salah satu coffee shop yg selalu saya datangin kalau pas ke bandung.",cappuccino nya kecewa kunjung pain au chocolate nya enak jujur kalo es kopi deh lu nya selera asa kopi terima alternatif es kopi layan ramah penuh perhati saran tolong jaga bersih toilet kemarin kesan jelek parah kedai kopi kunjung masalah bersih toilet salah coffee shop datangin pas bandung,Negative
"Beautiful artsy coffee shop, a bit hidden. Food and drinks are good. Comfy place with outdoor area available, many people with lap top here, so good place if you like to work from cafe.","Kedai kopi yang cantik dan artistik, agak tersembunyi. Makanan dan minumannya enak. Tempat yang nyaman dengan area luar ruangan yang tersedia, banyak orang yang membawa laptop di sini, jadi tempat yang bagus jika Anda suka bekerja dari kafe.",kedai kopi cantik artistik sembunyi makan minum enak nyaman area ruang sedia orang bawa laptop bagus suka kafe,Positive
